date,mode,x_cap,x_cd,x_ce,w_ce,scout,x_total,risk_state,reason
2023-09-03,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-04,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-05,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-06,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-07,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-08,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-09,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-10,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-11,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-12,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-13,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-14,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-15,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-16,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-17,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-18,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-19,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-20,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-21,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-22,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-23,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-24,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-25,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-26,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-27,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-28,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-29,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-09-30,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-01,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-02,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-03,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-04,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-05,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-06,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-07,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-08,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-09,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-10,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-11,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-12,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-13,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-14,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-15,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-16,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-17,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-18,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-19,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-20,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-21,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-22,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-23,DEF,0.451,0.429524,0.0,0.0,0.021476,0.451,neutral,mode=DEFENSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-10-24,AGG,0.481,0.34632,0.13468,0.28,0.0,0.481,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-25,AGG,0.511,0.36792,0.14308,0.28,0.0,0.511,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-26,AGG,0.541,0.38952,0.15148,0.28,0.0,0.541,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-27,AGG,0.571,0.41112,0.15988,0.28,0.0,0.571,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-28,AGG,0.601,0.43272,0.16828,0.28,0.0,0.601,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-29,AGG,0.631,0.45432,0.17668,0.28,0.0,0.631,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-30,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-10-31,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-11-01,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-11-02,AGG,0.686,0.3773,0.3087,0.45,0.0,0.686,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-03,AGG,0.716,0.3938,0.3222,0.45,0.0,0.716,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-04,AGG,0.746,0.4103,0.3357,0.45,0.0,0.746,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-05,AGG,0.776,0.4268,0.3492,0.45,0.0,0.776,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-06,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-07,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-08,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-09,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-10,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-11,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-12,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-13,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-14,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-15,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-16,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-17,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-18,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-19,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-20,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-21,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-22,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-23,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-24,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-25,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-26,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-27,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-28,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-29,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-11-30,AGG,0.8,0.44,0.36,0.45,0.0,0.8,risk_on,mode=AGGRESSIVE;regime=SUPER_TREND;risk_state=risk_on;risk_mult=1.05;dd_scale=1.00;cap_tgt=0.80
2023-12-01,AGG,0.68,0.4896,0.1904,0.28,0.0,0.68,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-02,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-03,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-04,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-05,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-06,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-07,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-08,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-09,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-10,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-11,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=TREND;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-12,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-13,AGG,0.656,0.47232,0.18368,0.28,0.0,0.656,neutral,mode=AGGRESSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.66
2023-12-14,DEF,0.536,0.536,0.0,0.0,0.0,0.536,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-15,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-16,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-17,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-18,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-19,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-20,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-21,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-22,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-23,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-24,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-25,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-26,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-27,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-28,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-29,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-30,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2023-12-31,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-01,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-02,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-03,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-04,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-05,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-06,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-07,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-08,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-09,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-10,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-11,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-12,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-13,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-14,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-15,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-16,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-17,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
2024-01-18,DEF,0.451,0.451,0.0,0.0,0.0,0.451,neutral,mode=DEFENSIVE;regime=RANGE;risk_state=neutral;risk_mult=0.82;dd_scale=1.00;cap_tgt=0.45
